DATAFLOW,FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,RANGE,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT
SPC:DF_POP_COAST(2.0),A,2020,FM,COASTALPOPAF,10KM,110951,N,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,FM,COASTALPOPAF,10KM,111655,N,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,FM,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,FJ,COASTALPOPAF,_T,910430,N,,E,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A,2011,FJ,COASTALPOPAF,_T,913011,N,,E,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A,2012,FJ,COASTALPOPAF,_T,914934,N,,E,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A,2013,FJ,COASTALPOPAF,_T,916364,N,,E,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A,2014,FJ,COASTALPOPAF,_T,917601,N,,E,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A,2015,FJ,COASTALPOPAF,_T,918594,N,,E,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A,2016,FJ,COASTALPOPAF,_T,919176,N,,E,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A,2017,FJ,COASTALPOPAF,_T,918778,N,,E,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A,2018,FJ,COASTALPOPAF,_T,917190,N,,E,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A,2019,FJ,COASTALPOPAF,_T,914903,N,,E,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A,2020,FJ,COASTALPOPAF,_T,914977,N,,E,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A,2021,FJ,COASTALPOPAF,_T,916724,N,,E,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A,2010,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,VU,COASTALPOPRF,5KM,94,PERCENT,,E,,Percentage of coastal population based on 2009 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,PG,COASTALPOPRF,1KM,8,PERCENT,,E,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,WS,COASTALPOPRF,5KM,97,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,PW,COASTALPOPAF,10KM,18445,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,PW,COASTALPOPAF,10KM,18124,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,PW,COASTALPOPAF,10KM,17812,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,PW,COASTALPOPAF,10KM,17685,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,PW,COASTALPOPAF,10KM,17757,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,PW,COASTALPOPAF,10KM,17817,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,PW,COASTALPOPAF,10KM,17835,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,PW,COASTALPOPAF,10KM,17858,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,PW,COASTALPOPAF,10KM,17856,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,PW,COASTALPOPAF,10KM,17835,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,PW,COASTALPOPAF,10KM,17838,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,PW,COASTALPOPAF,10KM,17829,N,,E,,Percentage of coastal population based on 2015 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,GU,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,GU,COASTALPOPAF,1KM,50401,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,GU,COASTALPOPAF,1KM,50403,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,GU,COASTALPOPAF,1KM,50341,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,GU,COASTALPOPAF,1KM,50229,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,GU,COASTALPOPAF,1KM,50083,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,GU,COASTALPOPAF,1KM,49909,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,GU,COASTALPOPAF,1KM,49705,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,GU,COASTALPOPAF,1KM,49481,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,GU,COASTALPOPAF,1KM,49236,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,GU,COASTALPOPAF,1KM,48972,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,GU,COASTALPOPAF,1KM,49077,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,GU,COASTALPOPAF,1KM,49554,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,MP,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,TO,COASTALPOPAF,_T,107439,N,,E,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A,2011,TO,COASTALPOPAF,_T,107611,N,,E,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A,2012,TO,COASTALPOPAF,_T,107504,N,,E,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A,2013,TO,COASTALPOPAF,_T,107116,N,,E,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A,2014,TO,COASTALPOPAF,_T,106652,N,,E,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A,2015,TO,COASTALPOPAF,_T,106133,N,,E,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A,2016,TO,COASTALPOPAF,_T,105565,N,,E,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A,2017,TO,COASTALPOPAF,_T,105391,N,,E,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A,2018,TO,COASTALPOPAF,_T,105609,N,,E,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A,2019,TO,COASTALPOPAF,_T,105709,N,,E,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A,2020,TO,COASTALPOPAF,_T,105742,N,,E,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A,2021,TO,COASTALPOPAF,_T,105525,N,,E,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A,2010,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2011,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2012,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2013,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2014,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2015,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2016,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2017,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2018,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2019,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2020,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2021,WS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A,2010,AS,COASTALPOPAF,10KM,55275,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,AS,COASTALPOPAF,10KM,54944,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,AS,COASTALPOPAF,10KM,54542,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,AS,COASTALPOPAF,10KM,54058,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,AS,COASTALPOPAF,10KM,53511,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,AS,COASTALPOPAF,10KM,52922,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,AS,COASTALPOPAF,10KM,52292,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,AS,COASTALPOPAF,10KM,51632,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,AS,COASTALPOPAF,10KM,50955,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,AS,COASTALPOPAF,10KM,50253,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,AS,COASTALPOPAF,10KM,49806,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,AS,COASTALPOPAF,10KM,49271,N,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,FM,COASTALPOPAF,_T,107580,N,,E,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A,2011,FM,COASTALPOPAF,_T,107729,N,,E,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A,2012,FM,COASTALPOPAF,_T,107922,N,,E,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A,2013,FM,COASTALPOPAF,_T,108159,N,,E,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A,2014,FM,COASTALPOPAF,_T,108430,N,,E,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A,2015,FM,COASTALPOPAF,_T,108744,N,,E,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A,2016,FM,COASTALPOPAF,_T,109102,N,,E,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A,2017,FM,COASTALPOPAF,_T,109508,N,,E,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A,2018,FM,COASTALPOPAF,_T,109941,N,,E,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A,2019,FM,COASTALPOPAF,_T,110321,N,,E,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A,2020,FM,COASTALPOPAF,_T,110951,N,,E,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A,2021,FM,COASTALPOPAF,_T,111655,N,,E,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A,2010,TV,COASTALPOPAF,1KM,10656,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,TV,COASTALPOPAF,1KM,10825,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,TV,COASTALPOPAF,1KM,10974,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,TV,COASTALPOPAF,1KM,11041,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,TV,COASTALPOPAF,1KM,11027,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,TV,COASTALPOPAF,1KM,11002,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
